date,date_and_time
2020-06-15,2020-06-19T17:17:58Z
2020-06-16,2020-06-16T04:30:44Z
2020-06-17,2020-06-18T11:56:26Z
2020-06-18,2020-06-18T03:25:54Z
2020-06-19,2020-06-18T01:23:00Z
2020-06-18,2020-06-15T01:34:15Z
2020-06-20,2020-06-17T04:09:15Z
2020-06-17,2020-06-20T13:07:01Z
2020-06-20,2020-06-16T23:47:54Z
2020-06-16,2020-06-19T23:55:52Z
2020-06-20,2020-06-17T07:02:26Z
2020-06-19,2020-06-15T03:57:39Z
2020-06-17,2020-06-16T16:41:18Z
2020-06-17,2020-06-19T10:12:17Z
2020-06-20,2020-06-20T17:01:42Z
2020-06-20,2020-06-16T21:31:10Z
2020-06-20,2020-06-17T05:44:10Z
2020-06-16,2020-06-17T09:14:11Z
2020-06-19,2020-06-16T10:25:01Z
2020-06-18,2020-06-17T19:30:06Z
2020-06-15,2020-06-19T17:09:14Z
2020-06-17,2020-06-16T17:10:06Z
2020-06-15,2020-06-18T07:08:02Z
2020-06-20,2020-06-18T17:33:38Z
2020-06-20,2020-06-15T16:03:16Z
2020-06-19,2020-06-17T04:40:50Z
2020-06-19,2020-06-19T21:23:16Z
2020-06-16,2020-06-15T17:12:28Z
2020-06-15,2020-06-18T11:37:35Z
2020-06-20,2020-06-19T18:06:24Z
2020-06-15,2020-06-20T22:37:02Z
2020-06-19,2020-06-17T01:59:56Z
2020-06-20,2020-06-20T09:13:57Z
2020-06-16,2020-06-17T23:23:21Z
2020-06-18,2020-06-15T16:59:07Z
2020-06-19,2020-06-17T10:15:30Z
2020-06-15,2020-06-18T04:18:59Z
2020-06-17,2020-06-18T22:50:22Z
2020-06-15,2020-06-15T16:35:26Z
2020-06-15,2020-06-17T16:55:22Z
2020-06-16,2020-06-18T10:18:13Z
2020-06-16,2020-06-16T03:15:04Z
2020-06-19,2020-06-17T06:29:28Z
2020-06-16,2020-06-15T05:40:39Z
2020-06-18,2020-06-18T17:29:37Z
2020-06-17,2020-06-19T12:01:56Z
2020-06-18,2020-06-18T19:48:45Z
2020-06-19,2020-06-15T18:00:53Z
2020-06-15,2020-06-17T22:48:59Z
2020-06-17,2020-06-18T13:40:55Z
2020-06-15,2020-06-18T00:27:22Z
2020-06-18,2020-06-15T23:45:24Z
2020-06-15,2020-06-16T17:28:47Z
2020-06-20,2020-06-18T00:59:17Z
2020-06-18,2020-06-18T14:20:10Z
2020-06-19,2020-06-17T03:40:08Z
2020-06-18,2020-06-20T21:23:03Z
2020-06-17,2020-06-16T05:25:01Z
2020-06-17,2020-06-17T05:33:47Z
2020-06-17,2020-06-20T19:36:45Z
2020-06-15,2020-06-20T12:41:56Z
2020-06-17,2020-06-17T03:53:32Z
2020-06-20,2020-06-20T23:18:12Z
2020-06-16,2020-06-16T15:00:09Z
2020-06-20,2020-06-20T02:44:41Z
2020-06-16,2020-06-15T13:08:44Z
2020-06-15,2020-06-15T05:40:36Z
2020-06-16,2020-06-17T00:06:02Z
2020-06-18,2020-06-19T19:23:37Z
2020-06-15,2020-06-17T19:12:05Z
2020-06-15,2020-06-15T17:58:48Z
2020-06-15,2020-06-15T18:25:06Z
2020-06-19,2020-06-19T10:26:09Z
2020-06-17,2020-06-18T01:33:32Z
2020-06-16,2020-06-18T15:02:06Z
2020-06-16,2020-06-17T19:26:40Z
2020-06-19,2020-06-16T22:45:02Z
2020-06-16,2020-06-17T07:06:24Z
2020-06-19,2020-06-15T01:13:55Z
2020-06-18,2020-06-15T21:21:32Z
2020-06-19,2020-06-16T20:08:16Z
2020-06-16,2020-06-17T01:58:51Z
2020-06-16,2020-06-17T22:28:56Z
2020-06-15,2020-06-15T12:56:24Z
2020-06-20,2020-06-15T21:41:23Z
2020-06-19,2020-06-15T13:17:13Z
2020-06-18,2020-06-16T16:41:19Z
2020-06-15,2020-06-15T21:35:43Z
2020-06-16,2020-06-18T07:45:28Z
2020-06-17,2020-06-19T19:27:17Z
2020-06-18,2020-06-16T12:30:47Z
2020-06-15,2020-06-20T15:07:04Z
2020-06-15,2020-06-20T05:38:17Z
2020-06-15,2020-06-15T14:05:17Z
2020-06-17,2020-06-19T20:08:24Z
2020-06-17,2020-06-18T01:54:17Z
2020-06-15,2020-06-17T04:24:09Z
2020-06-18,2020-06-18T23:25:59Z
2020-06-16,2020-06-16T17:54:28Z
2020-06-16,2020-06-20T18:34:59Z
2020-06-18,2020-06-19T17:06:20Z
2020-06-20,2020-06-18T14:41:00Z
2020-06-20,2020-06-19T23:03:10Z
2020-06-19,2020-06-18T04:59:04Z
2020-06-19,2020-06-19T18:03:08Z
2020-06-18,2020-06-20T23:53:22Z
2020-06-20,2020-06-15T05:23:21Z
2020-06-16,2020-06-17T02:28:07Z
2020-06-19,2020-06-19T00:20:12Z
2020-06-19,2020-06-19T22:22:43Z
2020-06-20,2020-06-15T09:11:06Z
2020-06-18,2020-06-19T01:22:12Z
2020-06-17,2020-06-15T06:04:31Z
2020-06-16,2020-06-17T06:29:13Z
2020-06-15,2020-06-15T07:20:50Z
2020-06-20,2020-06-20T01:37:35Z
2020-06-17,2020-06-18T22:35:15Z
2020-06-20,2020-06-19T00:05:58Z
2020-06-20,2020-06-17T19:18:17Z
2020-06-15,2020-06-15T18:33:11Z
2020-06-16,2020-06-20T22:31:43Z
2020-06-17,2020-06-20T06:09:45Z
2020-06-15,2020-06-20T20:02:48Z
2020-06-15,2020-06-15T23:11:09Z
2020-06-15,2020-06-17T21:10:03Z
2020-06-16,2020-06-16T04:35:18Z
2020-06-15,2020-06-15T23:18:00Z
2020-06-15,2020-06-18T08:06:52Z
2020-06-20,2020-06-19T19:40:46Z
2020-06-19,2020-06-17T21:58:13Z
2020-06-16,2020-06-20T07:57:09Z
2020-06-16,2020-06-15T18:54:02Z
2020-06-19,2020-06-19T05:12:54Z
2020-06-16,2020-06-17T10:22:33Z
2020-06-20,2020-06-18T00:53:51Z
2020-06-16,2020-06-20T00:27:50Z
2020-06-20,2020-06-19T21:00:00Z
2020-06-15,2020-06-18T03:18:36Z
2020-06-16,2020-06-20T21:30:36Z
2020-06-15,2020-06-19T02:36:09Z
2020-06-15,2020-06-15T08:39:06Z
2020-06-16,2020-06-16T11:35:23Z
2020-06-17,2020-06-18T03:14:36Z
2020-06-16,2020-06-19T22:13:35Z
2020-06-18,2020-06-19T18:03:41Z
2020-06-18,2020-06-15T06:34:30Z
2020-06-18,2020-06-20T15:07:58Z
2020-06-17,2020-06-18T04:55:56Z
2020-06-17,2020-06-16T23:38:24Z
2020-06-20,2020-06-17T11:04:18Z
2020-06-18,2020-06-17T09:09:04Z
2020-06-17,2020-06-17T19:11:09Z
2020-06-18,2020-06-20T09:45:57Z
2020-06-15,2020-06-16T02:10:34Z
2020-06-15,2020-06-18T05:52:05Z
2020-06-16,2020-06-16T18:09:52Z
2020-06-18,2020-06-19T00:43:36Z
2020-06-19,2020-06-20T18:56:51Z
2020-06-16,2020-06-17T19:45:33Z
2020-06-20,2020-06-16T15:47:19Z
2020-06-15,2020-06-15T00:44:39Z
2020-06-15,2020-06-15T13:31:43Z
2020-06-19,2020-06-15T16:17:43Z
2020-06-18,2020-06-19T15:37:21Z
2020-06-18,2020-06-19T12:58:06Z
2020-06-19,2020-06-17T10:20:59Z
2020-06-18,2020-06-17T02:30:35Z
2020-06-19,2020-06-16T16:57:05Z
2020-06-20,2020-06-19T22:47:51Z
2020-06-15,2020-06-17T02:25:53Z
2020-06-19,2020-06-18T20:24:34Z
2020-06-15,2020-06-17T11:42:20Z
2020-06-16,2020-06-16T19:03:01Z
2020-06-19,2020-06-18T01:39:31Z
2020-06-19,2020-06-17T00:22:17Z
2020-06-16,2020-06-17T13:43:44Z
2020-06-20,2020-06-18T03:47:13Z
2020-06-19,2020-06-17T20:07:19Z
2020-06-18,2020-06-19T02:05:07Z
2020-06-19,2020-06-19T21:29:19Z
2020-06-17,2020-06-20T23:22:10Z
2020-06-20,2020-06-19T03:03:53Z
2020-06-16,2020-06-17T21:40:31Z
2020-06-16,2020-06-15T18:11:07Z
2020-06-18,2020-06-17T19:04:45Z
2020-06-19,2020-06-18T14:31:21Z
2020-06-15,2020-06-17T23:15:09Z
2020-06-17,2020-06-20T22:37:55Z
2020-06-15,2020-06-16T03:07:29Z
2020-06-20,2020-06-17T02:47:39Z
2020-06-16,2020-06-16T06:08:06Z
2020-06-17,2020-06-17T14:24:46Z
2020-06-18,2020-06-19T21:59:22Z
2020-06-15,2020-06-20T04:08:01Z
2020-06-17,2020-06-18T13:50:27Z
2020-06-16,2020-06-16T22:20:03Z
2020-06-15,2020-06-18T20:37:28Z
2020-06-16,2020-06-17T21:21:46Z
2020-06-20,2020-06-15T14:53:34Z
2020-06-18,2020-06-17T11:42:18Z
2020-06-16,2020-06-15T10:49:37Z
2020-06-15,2020-06-15T18:53:01Z
2020-06-20,2020-06-19T22:36:31Z
2020-06-15,2020-06-20T19:37:45Z
2020-06-20,2020-06-20T10:11:56Z
2020-06-20,2020-06-20T05:42:04Z
2020-06-16,2020-06-16T11:29:40Z
2020-06-17,2020-06-18T05:19:42Z
2020-06-16,2020-06-18T18:59:11Z
2020-06-20,2020-06-15T10:04:48Z
2020-06-18,2020-06-20T11:30:15Z
2020-06-17,2020-06-19T01:28:20Z
2020-06-15,2020-06-20T17:50:22Z
2020-06-16,2020-06-19T20:49:52Z
2020-06-18,2020-06-20T18:24:41Z
2020-06-18,2020-06-15T00:17:15Z
2020-06-19,2020-06-17T10:52:42Z
2020-06-15,2020-06-16T23:28:04Z
2020-06-16,2020-06-18T12:05:26Z
2020-06-16,2020-06-20T18:43:05Z
2020-06-17,2020-06-17T11:09:00Z
2020-06-20,2020-06-16T16:21:17Z
2020-06-18,2020-06-19T10:52:20Z
2020-06-16,2020-06-19T22:28:31Z
2020-06-18,2020-06-17T08:54:33Z
2020-06-19,2020-06-19T17:49:24Z
2020-06-17,2020-06-18T20:24:56Z
2020-06-19,2020-06-16T05:03:23Z
2020-06-17,2020-06-17T07:06:56Z
2020-06-16,2020-06-18T22:08:38Z
2020-06-18,2020-06-17T03:43:45Z
2020-06-20,2020-06-17T22:23:05Z
2020-06-16,2020-06-16T16:10:35Z
2020-06-15,2020-06-17T14:49:51Z
2020-06-19,2020-06-20T16:22:22Z
2020-06-19,2020-06-17T14:05:37Z
2020-06-18,2020-06-18T12:07:01Z
2020-06-16,2020-06-16T22:08:06Z
2020-06-18,2020-06-17T17:43:21Z
2020-06-18,2020-06-20T19:28:52Z
2020-06-20,2020-06-20T17:29:06Z
2020-06-18,2020-06-17T11:59:19Z
2020-06-19,2020-06-19T03:28:18Z
2020-06-20,2020-06-17T00:43:10Z
2020-06-15,2020-06-19T02:40:12Z
2020-06-15,2020-06-16T03:56:45Z
2020-06-19,2020-06-18T00:06:13Z
2020-06-16,2020-06-19T15:00:00Z
2020-06-15,2020-06-15T07:50:53Z
2020-06-16,2020-06-18T05:16:45Z
2020-06-19,2020-06-17T12:45:36Z
2020-06-16,2020-06-20T00:05:44Z
2020-06-19,2020-06-16T17:25:04Z
2020-06-15,2020-06-18T06:42:37Z
2020-06-18,2020-06-18T18:36:17Z
2020-06-16,2020-06-19T21:18:25Z
2020-06-18,2020-06-16T20:34:17Z
2020-06-19,2020-06-16T16:57:09Z
2020-06-19,2020-06-20T16:12:31Z
2020-06-18,2020-06-18T07:57:37Z
2020-06-17,2020-06-19T21:06:13Z
2020-06-20,2020-06-18T14:27:01Z
2020-06-17,2020-06-16T08:56:17Z
2020-06-15,2020-06-20T06:08:37Z
2020-06-17,2020-06-20T11:43:08Z
2020-06-16,2020-06-17T16:52:45Z
2020-06-18,2020-06-18T08:19:40Z
2020-06-20,2020-06-20T23:09:17Z
2020-06-15,2020-06-20T07:57:19Z
2020-06-16,2020-06-18T15:07:53Z
2020-06-17,2020-06-15T14:55:55Z
2020-06-20,2020-06-19T02:38:54Z
2020-06-15,2020-06-17T18:01:11Z
2020-06-20,2020-06-18T13:18:55Z
2020-06-15,2020-06-19T13:27:11Z
2020-06-18,2020-06-18T23:33:26Z
2020-06-20,2020-06-20T20:28:18Z
2020-06-20,2020-06-17T05:07:52Z
2020-06-20,2020-06-18T17:29:47Z
2020-06-20,2020-06-17T04:10:12Z
2020-06-16,2020-06-15T20:46:54Z
2020-06-20,2020-06-17T13:36:55Z
2020-06-17,2020-06-18T23:56:49Z
2020-06-20,2020-06-15T01:47:38Z
2020-06-18,2020-06-20T07:41:28Z
2020-06-17,2020-06-19T01:56:31Z
2020-06-20,2020-06-20T22:48:25Z
2020-06-19,2020-06-17T09:39:39Z
2020-06-18,2020-06-19T11:25:34Z
2020-06-20,2020-06-18T17:12:02Z
2020-06-15,2020-06-15T23:32:23Z
2020-06-20,2020-06-15T03:55:20Z
2020-06-19,2020-06-16T23:39:02Z
2020-06-18,2020-06-17T17:35:31Z
2020-06-15,2020-06-18T05:09:33Z
2020-06-15,2020-06-15T07:54:17Z
2020-06-17,2020-06-16T03:30:08Z
2020-06-20,2020-06-16T11:48:01Z
2020-06-15,2020-06-17T17:14:59Z
2020-06-19,2020-06-17T03:54:56Z
2020-06-18,2020-06-16T03:32:27Z
2020-06-18,2020-06-16T08:26:55Z
2020-06-20,2020-06-15T21:23:15Z
2020-06-19,2020-06-19T05:54:55Z
2020-06-20,2020-06-18T04:49:49Z
2020-06-18,2020-06-20T21:20:29Z
2020-06-17,2020-06-17T04:41:07Z
2020-06-18,2020-06-19T16:16:10Z
2020-06-19,2020-06-20T13:07:24Z
2020-06-19,2020-06-20T15:02:42Z
2020-06-18,2020-06-15T00:15:17Z
2020-06-19,2020-06-16T09:46:10Z
2020-06-18,2020-06-15T22:48:34Z
2020-06-20,2020-06-16T00:55:49Z
2020-06-20,2020-06-16T04:30:30Z
2020-06-19,2020-06-18T01:24:17Z
2020-06-18,2020-06-15T22:41:27Z
2020-06-17,2020-06-20T07:20:14Z
2020-06-16,2020-06-20T03:48:58Z
2020-06-19,2020-06-16T12:23:57Z
2020-06-17,2020-06-19T23:56:00Z
2020-06-16,2020-06-16T03:35:07Z
2020-06-17,2020-06-17T15:28:05Z
2020-06-20,2020-06-15T06:54:10Z
2020-06-19,2020-06-18T08:27:03Z
2020-06-16,2020-06-17T15:07:07Z
2020-06-19,2020-06-15T14:48:45Z
2020-06-19,2020-06-16T03:34:39Z
2020-06-18,2020-06-18T02:28:37Z
2020-06-18,2020-06-19T22:41:33Z
2020-06-19,2020-06-19T21:41:10Z
2020-06-16,2020-06-16T21:07:36Z
2020-06-16,2020-06-16T06:10:21Z
2020-06-18,2020-06-19T11:22:21Z
2020-06-18,2020-06-20T13:46:52Z
2020-06-18,2020-06-18T11:42:24Z
2020-06-15,2020-06-17T20:13:50Z
2020-06-16,2020-06-19T21:25:54Z
2020-06-16,2020-06-15T07:36:17Z
2020-06-17,2020-06-15T09:18:11Z
2020-06-19,2020-06-15T09:31:07Z
2020-06-17,2020-06-16T12:00:53Z
2020-06-17,2020-06-18T02:44:46Z
2020-06-17,2020-06-15T00:00:23Z
2020-06-18,2020-06-16T09:20:19Z
2020-06-20,2020-06-17T15:20:32Z
2020-06-17,2020-06-16T06:41:41Z
2020-06-18,2020-06-17T13:37:42Z
2020-06-19,2020-06-20T09:48:01Z
2020-06-19,2020-06-16T18:18:37Z
2020-06-17,2020-06-18T03:40:05Z
2020-06-16,2020-06-15T15:54:30Z
2020-06-16,2020-06-17T11:32:44Z
2020-06-16,2020-06-15T18:55:26Z
2020-06-18,2020-06-20T02:24:40Z
2020-06-15,2020-06-17T17:44:34Z
2020-06-17,2020-06-18T21:34:53Z
2020-06-20,2020-06-20T18:33:12Z
2020-06-19,2020-06-17T10:05:39Z
2020-06-16,2020-06-20T12:47:00Z
2020-06-19,2020-06-19T11:09:13Z
2020-06-16,2020-06-15T13:39:40Z
2020-06-17,2020-06-18T10:42:54Z
2020-06-16,2020-06-17T06:05:42Z
2020-06-19,2020-06-16T10:36:34Z
