date,date_and_time
2019-07-08,2019-10-06T12:27:55Z
2019-09-28,2019-11-12T00:46:47Z
2019-09-15,2019-11-25T14:43:36Z
2019-07-17,2019-08-25T07:46:14Z
2020-01-21,2020-04-19T00:10:39Z
2020-03-12,2019-08-09T16:29:00Z
2020-05-20,2020-01-10T14:14:08Z
2019-12-31,2019-11-04T05:54:45Z
2020-06-18,2019-12-14T06:31:31Z
2020-02-09,2020-05-05T23:53:42Z
2020-02-14,2019-08-24T16:15:02Z
2019-12-29,2020-01-01T22:22:28Z
2020-04-26,2019-10-07T09:37:16Z
2020-02-07,2020-04-26T01:07:03Z
2019-11-15,2019-09-28T11:15:41Z
2020-02-02,2020-06-27T18:47:33Z
2020-03-06,2019-10-15T19:55:13Z
2019-07-01,2019-07-03T16:48:05Z
2020-02-23,2020-05-09T22:34:45Z
2020-04-24,2019-08-01T21:48:14Z
2020-06-10,2019-09-27T04:31:35Z
2019-07-03,2019-08-27T15:42:44Z
2019-12-12,2019-09-09T15:59:27Z
2020-04-20,2019-08-15T04:10:51Z
2020-02-24,2019-08-18T09:20:02Z
2020-03-08,2019-09-29T02:20:04Z
2020-01-27,2020-03-09T03:32:05Z
2019-11-26,2019-11-03T06:11:51Z
2019-10-02,2020-01-06T19:21:47Z
2020-04-08,2020-06-27T20:41:45Z
2019-11-10,2020-03-24T12:48:31Z
2020-02-13,2020-03-09T02:35:14Z
2019-08-16,2020-05-15T02:34:02Z
2020-03-20,2019-08-15T01:31:11Z
2019-12-26,2020-01-06T04:38:45Z
2020-04-30,2019-12-26T05:42:01Z
2019-07-27,2020-05-22T04:58:22Z
2020-04-22,2019-11-01T08:26:11Z
2019-09-18,2019-11-19T16:56:54Z
2020-06-16,2019-10-06T05:11:23Z
2019-11-28,2020-06-04T09:35:25Z
2019-11-07,2019-11-17T20:13:02Z
2019-12-23,2019-07-18T05:24:00Z
2020-02-13,2020-02-14T17:44:34Z
2019-09-12,2019-10-06T20:40:56Z
2020-02-15,2020-01-28T00:14:21Z
2020-06-12,2019-08-27T05:51:48Z
2020-06-25,2020-04-20T21:37:21Z
2020-05-19,2020-06-15T07:14:32Z
2019-10-11,2019-10-07T12:42:44Z
2020-04-09,2019-08-22T07:08:32Z
2019-12-23,2020-05-28T01:46:48Z
2019-12-09,2020-01-05T14:06:08Z
2020-05-20,2020-04-30T08:39:46Z
2019-12-03,2020-06-12T17:48:16Z
2020-06-13,2020-03-24T02:22:04Z
2019-08-13,2019-11-29T17:21:23Z
2019-12-18,2020-06-20T00:37:47Z
2019-08-25,2019-09-07T18:18:52Z
2020-02-25,2019-08-02T11:41:45Z
2019-10-07,2019-07-07T17:21:43Z
2020-01-11,2020-04-16T04:00:02Z
2020-04-03,2019-12-27T06:08:36Z
2019-07-18,2019-12-31T12:57:37Z
2019-11-02,2019-10-08T13:53:15Z
2019-12-30,2020-03-20T22:08:32Z
2019-12-14,2019-08-17T07:34:31Z
2019-09-17,2019-12-06T15:05:46Z
2020-05-06,2020-06-16T16:25:29Z
2019-11-24,2020-04-18T12:38:38Z
2020-02-05,2020-04-25T02:05:30Z
2020-03-27,2019-07-20T09:57:58Z
2019-11-30,2019-08-04T01:50:50Z
2019-12-18,2020-05-28T07:10:46Z
2019-08-31,2019-10-04T03:56:50Z
2019-10-10,2020-03-14T05:08:22Z
2020-02-21,2020-06-27T10:13:45Z
2020-01-03,2020-03-15T07:25:49Z
2020-03-18,2019-09-02T20:43:13Z
2019-09-06,2019-06-26T12:37:00Z
2020-05-15,2020-03-25T23:03:56Z
2020-02-23,2020-02-20T03:23:42Z
2019-11-11,2020-01-29T11:49:17Z
2020-01-02,2019-07-09T20:22:47Z
2019-08-03,2019-11-02T16:18:11Z
2019-12-21,2019-09-23T07:17:38Z
2019-11-30,2019-10-11T19:14:51Z
2020-02-03,2020-02-23T01:28:13Z
2019-10-17,2020-01-13T19:13:40Z
2020-06-22,2019-07-23T01:21:03Z
2020-03-29,2020-02-16T18:44:28Z
2019-09-23,2019-07-20T22:57:32Z
2019-08-27,2020-01-29T11:44:55Z
2019-09-27,2020-01-27T14:36:26Z
2019-07-30,2020-06-15T23:41:12Z
2020-06-05,2020-02-18T12:14:02Z
2020-02-06,2019-10-23T13:42:26Z
2019-10-21,2020-05-15T18:24:18Z
2020-06-06,2020-02-15T07:27:24Z
2020-02-12,2020-05-23T21:32:22Z
2020-01-04,2020-03-18T12:31:37Z
2019-09-24,2019-10-27T21:00:03Z
2019-12-04,2020-06-26T04:14:00Z
2020-02-15,2020-02-09T03:22:26Z
2019-11-27,2020-02-17T16:17:37Z
2019-09-11,2020-06-05T09:27:51Z
2019-08-31,2019-08-23T20:16:51Z
2019-09-14,2019-10-07T05:07:43Z
2020-04-02,2020-06-28T01:28:02Z
2019-07-25,2020-04-08T10:11:54Z
2019-10-13,2019-10-17T10:38:12Z
2020-06-25,2019-07-13T12:04:42Z
2019-11-27,2020-04-27T14:12:25Z
2020-02-19,2019-08-21T08:20:06Z
2019-07-22,2019-07-28T05:21:40Z
2020-04-26,2019-07-17T12:46:45Z
2020-05-26,2019-07-27T05:59:08Z
2020-05-17,2020-03-28T18:10:11Z
2020-03-15,2019-12-31T17:51:25Z
2020-01-14,2019-10-16T18:15:58Z
2020-03-05,2019-11-15T15:07:52Z
2020-03-14,2020-03-25T07:48:15Z
2020-06-11,2019-11-24T10:39:36Z
2020-06-05,2019-12-27T16:32:25Z
2019-10-08,2019-08-03T01:52:51Z
2019-11-24,2020-02-16T05:45:22Z
2020-03-16,2019-10-14T03:00:44Z
2020-06-24,2020-06-18T13:40:58Z
2019-08-06,2020-03-08T21:41:27Z
2020-03-17,2019-10-30T10:59:17Z
2019-09-03,2020-02-07T16:19:52Z
2020-05-26,2020-05-13T09:45:52Z
2020-05-15,2019-11-26T20:10:01Z
2020-03-25,2019-09-21T06:24:33Z
2020-02-13,2019-12-08T07:43:28Z
2020-06-23,2019-09-27T22:56:33Z
2019-08-13,2020-05-30T00:43:22Z
2019-10-28,2020-05-17T08:51:28Z
2019-08-17,2019-10-04T23:09:49Z
2020-01-12,2019-08-08T07:01:15Z
2020-06-28,2020-02-04T21:12:46Z
2019-11-15,2019-12-12T01:47:40Z
2020-02-27,2020-04-12T21:36:35Z
2019-12-05,2019-11-02T15:13:39Z
2019-12-18,2019-12-26T21:52:01Z
2020-04-26,2019-10-23T19:09:00Z
2020-05-06,2020-02-24T01:24:35Z
2020-05-01,2020-02-27T09:20:49Z
2019-07-27,2020-04-18T21:48:03Z
2019-10-25,2019-12-20T00:48:02Z
2020-02-11,2020-04-09T22:54:15Z
2019-10-03,2020-05-13T06:25:53Z
2019-08-17,2020-01-21T03:40:52Z
2020-04-19,2019-12-04T02:12:11Z
2020-01-04,2020-04-19T17:46:42Z
2019-10-10,2019-12-27T15:19:11Z
2020-02-28,2020-03-24T15:52:57Z
2019-08-30,2019-11-17T19:35:05Z
2019-09-01,2020-05-13T12:46:20Z
2019-08-30,2020-05-31T09:05:53Z
2019-10-30,2020-01-26T04:21:33Z
2019-08-19,2019-07-01T11:12:38Z
2019-08-12,2020-03-15T00:43:17Z
2020-01-04,2020-05-28T16:40:41Z
2019-11-16,2020-02-27T15:34:45Z
2020-06-17,2020-01-10T17:29:40Z
2020-03-30,2020-02-06T06:24:06Z
2020-06-12,2020-06-13T15:51:18Z
2019-11-20,2019-12-22T01:51:00Z
2020-05-17,2020-03-12T04:31:17Z
2020-05-26,2019-09-13T23:17:41Z
2020-01-16,2019-11-10T08:49:27Z
2020-02-26,2020-04-24T04:14:16Z
2019-07-07,2020-06-17T07:38:39Z
2019-07-29,2020-06-04T16:17:50Z
2020-02-02,2019-11-02T21:44:25Z
2020-02-01,2020-02-17T09:23:11Z
2019-09-30,2020-02-02T20:06:55Z
2019-08-05,2019-07-25T09:31:23Z
2019-10-28,2019-07-03T10:18:10Z
2019-09-05,2020-05-21T13:48:14Z
2020-03-18,2020-01-05T18:43:32Z
2020-06-01,2019-12-22T01:55:12Z
2020-06-20,2019-10-11T22:59:42Z
2019-11-16,2019-10-12T15:14:56Z
2020-05-24,2019-07-11T08:59:21Z
2019-07-29,2019-09-23T13:56:09Z
2020-02-16,2020-06-18T20:55:30Z
2020-04-23,2019-08-03T06:43:34Z
2019-07-10,2020-06-14T08:38:14Z
2020-06-07,2019-09-15T08:02:47Z
2019-10-26,2020-01-03T18:50:21Z
2020-04-07,2019-07-13T15:40:41Z
2019-12-11,2020-06-08T08:19:40Z
2019-09-05,2019-06-26T02:48:51Z
2019-07-17,2019-07-18T02:41:40Z
2019-07-19,2019-10-02T07:56:05Z
2019-09-17,2020-02-18T11:27:05Z
2019-08-15,2019-06-28T04:47:42Z
2019-09-18,2020-06-14T08:04:56Z
2020-02-04,2019-12-10T20:19:27Z
2020-02-06,2019-06-25T14:31:49Z
2020-04-21,2019-08-29T07:15:24Z
2020-04-26,2020-03-13T01:52:42Z
2020-01-19,2020-01-31T01:26:02Z
2019-10-04,2019-09-04T04:36:02Z
2020-06-22,2020-06-12T19:11:28Z
2020-05-17,2020-01-28T07:17:42Z
2020-03-22,2019-12-28T00:56:15Z
2019-10-30,2019-09-21T03:21:55Z
2019-07-26,2019-10-29T01:25:23Z
2020-03-16,2019-12-29T01:45:29Z
2019-11-02,2019-09-25T13:14:41Z
2019-07-06,2020-03-30T23:31:20Z
2019-12-09,2019-12-03T16:31:39Z
2019-11-17,2019-07-06T07:53:28Z
2019-09-18,2019-09-16T00:20:02Z
2019-07-05,2019-08-14T05:06:22Z
2019-11-26,2020-06-27T21:21:45Z
2020-02-25,2019-10-19T06:10:59Z
2019-09-02,2020-03-09T07:40:56Z
2019-07-01,2019-07-18T09:20:17Z
2019-12-21,2019-06-26T00:53:33Z
2019-08-18,2019-07-20T18:59:47Z
2020-03-30,2020-05-25T20:32:26Z
2020-01-30,2019-10-28T18:39:52Z
2019-10-26,2019-10-13T18:15:43Z
2019-12-18,2019-06-27T17:03:34Z
2020-02-12,2020-01-10T00:37:11Z
2019-10-27,2020-04-18T06:43:47Z
2019-10-16,2019-06-22T09:13:59Z
2020-04-04,2020-01-29T17:51:47Z
2019-12-19,2019-07-22T16:04:59Z
2019-11-18,2019-08-28T19:43:16Z
2019-10-14,2020-04-30T15:15:58Z
2019-12-30,2019-11-30T07:00:13Z
2019-12-26,2019-11-21T10:14:14Z
2020-06-22,2019-08-01T20:16:23Z
2019-09-06,2020-02-21T02:15:40Z
2019-09-01,2020-03-02T17:33:38Z
2020-01-23,2020-02-02T09:29:22Z
2019-12-31,2020-06-02T23:38:13Z
2020-01-25,2020-06-12T11:37:50Z
2019-12-07,2019-09-12T16:04:33Z
2020-05-22,2019-10-24T20:02:59Z
2020-06-22,2019-07-22T03:47:56Z
2019-12-01,2019-09-17T17:10:03Z
2020-01-24,2020-02-15T10:32:44Z
2019-10-19,2020-02-29T09:29:02Z
2019-06-22,2019-07-19T02:51:24Z
2019-06-27,2019-07-16T15:49:36Z
2020-04-21,2020-04-10T17:20:04Z
2020-06-23,2019-10-17T12:26:06Z
2019-10-31,2019-08-02T14:30:21Z
2020-04-09,2019-12-21T10:39:00Z
2019-11-05,2019-07-11T08:28:19Z
2019-10-19,2019-07-02T00:08:13Z
2020-04-03,2020-02-27T19:09:14Z
2020-01-30,2019-10-12T12:35:54Z
2019-08-07,2019-11-21T01:50:44Z
2020-03-13,2020-03-31T08:42:04Z
2019-11-05,2020-02-14T16:38:40Z
2020-01-26,2019-09-03T19:58:13Z
2020-01-09,2019-10-24T13:14:03Z
2019-09-30,2019-11-14T13:30:59Z
2019-09-09,2020-06-27T16:44:52Z
2019-10-21,2019-07-23T04:38:57Z
2019-10-03,2020-01-13T22:34:58Z
2019-10-21,2019-12-01T01:54:21Z
2020-01-31,2020-01-20T04:45:59Z
2020-02-12,2019-10-05T17:00:57Z
2020-04-05,2020-02-26T12:26:07Z
2019-10-30,2020-06-18T15:35:25Z
2019-09-11,2019-12-01T16:47:47Z
2020-05-12,2020-01-07T10:46:54Z
2020-01-22,2019-11-10T15:27:05Z
2020-02-24,2019-12-08T09:30:43Z
2019-12-21,2020-05-27T10:11:20Z
2019-10-16,2019-09-03T08:28:28Z
2020-05-07,2020-04-18T04:05:51Z
2019-07-07,2019-12-11T20:33:13Z
2019-06-28,2019-08-12T22:38:35Z
2019-07-06,2020-05-10T07:42:00Z
2019-08-06,2019-10-27T08:44:40Z
2020-05-28,2019-07-31T08:33:28Z
2019-06-30,2019-08-09T04:08:54Z
2019-09-14,2020-05-15T19:47:00Z
2019-07-08,2020-03-12T12:39:13Z
2019-12-24,2019-12-16T12:25:05Z
2020-06-16,2020-04-28T10:40:39Z
2020-03-18,2019-09-08T17:12:26Z
2020-06-19,2020-04-05T04:57:50Z
2020-04-20,2020-05-21T16:02:50Z
2019-11-02,2019-12-11T10:33:20Z
2019-07-02,2019-12-04T07:13:54Z
2019-09-10,2020-06-27T00:18:10Z
2019-08-05,2020-05-16T06:21:50Z
2020-02-10,2019-06-30T10:01:06Z
2020-03-22,2020-01-18T19:22:01Z
2019-06-23,2019-09-14T03:36:37Z
2019-10-22,2019-10-11T13:26:31Z
2020-01-28,2020-06-24T04:52:35Z
2019-09-13,2020-02-26T08:11:45Z
2019-10-22,2019-08-08T00:53:08Z
2020-01-06,2020-04-15T18:04:31Z
2020-01-11,2020-05-03T17:52:39Z
2020-05-24,2020-01-09T21:08:35Z
2020-03-31,2020-02-22T07:13:22Z
2019-07-31,2020-06-12T23:57:30Z
2020-05-03,2019-10-05T07:21:50Z
2020-03-24,2019-12-12T02:10:15Z
2019-12-11,2020-04-06T14:29:35Z
2019-12-10,2019-07-10T16:21:55Z
2020-05-14,2019-06-23T01:36:16Z
2019-11-10,2020-03-05T01:56:44Z
2020-05-30,2019-08-19T08:37:40Z
2019-09-28,2019-10-06T03:44:02Z
2020-05-11,2019-10-07T16:49:01Z
2019-11-05,2020-06-26T16:21:34Z
2020-05-18,2020-01-05T22:02:55Z
2019-11-23,2020-04-22T14:53:04Z
2019-10-10,2019-09-22T13:22:47Z
2019-10-06,2020-06-13T23:49:11Z
2019-08-11,2020-04-02T12:29:44Z
2020-06-22,2020-01-05T08:51:29Z
2019-11-08,2019-08-27T10:59:51Z
2019-10-23,2019-11-23T03:55:08Z
2019-10-14,2020-06-09T07:27:15Z
2020-05-01,2020-02-20T15:12:04Z
2020-06-17,2020-03-13T14:56:17Z
2020-04-28,2019-07-30T22:26:15Z
2019-10-15,2019-06-25T02:28:37Z
2020-04-28,2019-10-19T09:22:14Z
2019-06-30,2019-09-27T21:18:01Z
2019-10-04,2019-07-21T13:38:59Z
2019-09-01,2020-05-23T23:50:39Z
2020-05-10,2019-07-01T23:32:58Z
2019-09-29,2019-07-14T12:43:08Z
2019-11-26,2019-10-31T22:05:27Z
2020-06-24,2020-01-29T10:34:58Z
2019-07-26,2019-07-29T08:06:22Z
2019-08-01,2019-07-27T12:42:29Z
2019-12-18,2020-06-25T08:21:25Z
2019-11-22,2019-09-08T08:38:06Z
2020-05-18,2020-03-06T02:25:03Z
2019-07-19,2020-03-31T08:26:51Z
2019-09-26,2020-06-20T09:32:40Z
2019-11-04,2020-06-04T19:42:26Z
2019-12-07,2019-12-30T22:37:45Z
2020-06-22,2020-01-26T09:03:53Z
2020-06-10,2019-07-22T05:12:32Z
2019-07-06,2020-01-07T21:49:34Z
2020-06-04,2019-09-22T15:57:44Z
2019-11-24,2019-11-20T19:36:48Z
2020-01-28,2020-04-11T07:55:15Z
2019-09-19,2019-12-10T10:54:12Z
2019-11-07,2020-05-22T15:00:44Z
2019-07-01,2020-05-25T09:34:25Z
2020-02-11,2019-07-24T09:28:12Z
2019-10-25,2019-09-11T11:43:55Z
2020-02-18,2020-01-29T15:24:29Z
2019-08-14,2020-02-14T00:04:41Z
2019-10-01,2019-10-12T11:46:23Z
2020-03-06,2020-04-30T03:38:46Z
2020-05-17,2020-06-24T07:00:08Z
